current;delta;status
2.706;0;0
2.659;2;0
2.858;4;0
2.709;6;0
2.933;8;0
2.899;10;0
2.787;12;0
3.009;14;0
3.002;16;0
3.13;18;0
3.046;20;0
3.116;22;0
3.205;24;0
3.202;26;0
3.256;28;0
2.58;30;0
0.059;32;0
0.046;34;0
0.046;36;0
0.046;38;0
0.046;40;0
0.046;42;0
0.046;44;0
0.046;46;0
0.046;48;0
1.773;50;0
3.874;52;0
3.319;54;0
3.246;56;0
3.165;58;0
3.191;60;0
3.284;62;0
3.257;64;0
3.476;66;0
3.303;68;0
3.369;70;0
3.327;72;0
3.337;74;0
3.597;76;0
3.345;78;0
3.643;80;0
3.613;82;0
3.666;84;0
3.75;86;0
3.75;88;0
3.911;90;0
3.719;92;0
3.925;94;0
3.82;96;0
4.012;98;0
7.517;100;0
9.668;102;0
10.742;104;0
10.196;106;0
10.196;108;0
10.262;110;0
10.231;112;0
9.315;114;0
8.851;116;0
8.844;118;0
8.843;120;0
8.843;122;0
8.849;124;0
9.134;126;0
10.83;128;0
10.416;130;0
10.504;132;0
10.427;134;0
10.437;136;0
9.786;138;0
8.852;140;0
8.848;142;0
8.854;144;0
8.848;146;0
8.85;148;0
8.892;150;0
10.839;152;0
10.388;154;0
10.202;156;0
10.172;158;0
10.151;160;0
9.917;162;0
8.867;164;0
8.854;166;0
8.849;168;0
8.849;170;0
8.832;172;0
8.842;174;0
10.387;176;0
10.517;178;0
10.425;180;0
10.6;182;0
10.505;184;0
10.394;186;0
8.886;188;0
8.844;190;0
8.838;192;0
8.84;194;0
8.841;196;0
8.834;198;0
10.2;200;0
10.589;202;0
10.217;204;0
10.209;206;0
10.221;208;0
9.907;210;0
8.863;212;0
8.851;214;0
8.841;216;0
10.491;218;0
10.428;220;0
10.249;222;0
10.254;224;0
10.195;226;0
10.224;228;0
8.95;230;0
8.851;232;0
8.835;234;0
8.839;236;0
8.865;238;0
10.949;240;0
10.266;242;0
10.234;244;0
10.25;246;0
9.974;248;0
8.852;250;0
8.84;252;0
8.831;254;0
9.005;256;0
10.928;258;0
10.196;260;0
10.138;262;0
10.178;264;0
10.213;266;0
9.67;268;0
8.857;270;0
8.846;272;0
8.844;274;0
8.848;276;0
10.787;278;0
10.202;280;0
10.215;282;0
10.109;284;0
10.065;286;0
8.883;288;0
8.839;290;0
8.848;292;0
8.928;294;0
10.951;296;0
10.151;298;0
10.13;300;0
10.237;302;0
10.245;304;0
9.803;306;0
8.851;308;0
8.847;310;0
8.84;312;0
8.833;314;0
9.333;316;0
10.973;318;0
10.17;320;0
10.151;322;0
10.087;324;0
9.39;326;0
8.838;328;0
8.846;330;0
8.844;332;0
10.105;334;0
10.265;336;0
