current;delta;status
2.241;0;0
2.413;2;0
2.422;4;0
2.401;6;0
2.403;8;0
2.465;10;0
2.456;12;0
2.464;14;0
2.549;16;0
2.608;18;0
2.753;20;0
2.717;22;0
2.69;24;0
2.737;26;0
1.91;28;0
0.045;30;0
0.045;32;0
0.045;34;0
0.046;36;0
0.045;38;0
0.045;40;0
0.045;42;0
0.046;44;0
0.045;46;0
1.501;48;0
3.571;50;0
3.136;52;0
2.706;54;0
2.638;56;0
3.015;58;0
2.818;60;0
2.761;62;0
3.16;64;0
2.876;66;0
2.992;68;0
3.092;70;0
2.989;72;0
3.227;74;0
3.079;76;0
2.984;78;0
3.235;80;0
3.242;82;0
3.224;84;0
3.416;86;0
3.293;88;0
3.323;90;0
3.515;92;0
3.405;94;0
3.983;96;0
8.906;98;0
10.534;100;0
9.831;102;0
9.813;104;0
9.769;106;0
9.844;108;0
9.524;110;0
8.737;112;0
8.732;114;0
8.731;116;0
8.726;118;0
8.72;120;0
8.722;122;0
10.017;124;0
10.091;126;0
9.994;128;0
10.115;130;0
10.047;132;0
9.992;134;0
8.745;136;0
8.721;138;0
8.71;140;0
8.72;142;0
8.712;144;0
8.708;146;0
10.09;148;0
9.989;150;0
9.873;152;0
9.834;154;0
9.897;156;0
9.837;158;0
8.746;160;0
8.72;162;0
8.724;164;0
8.716;166;0
8.697;168;0
8.696;170;0
9.887;172;0
10.231;174;0
10.083;176;0
10.129;178;0
10.101;180;0
10.043;182;0
8.861;184;0
8.709;186;0
8.718;188;0
8.712;190;0
8.695;192;0
8.701;194;0
9.352;196;0
10.386;198;0
9.813;200;0
9.83;202;0
9.853;204;0
9.595;206;0
8.724;208;0
8.701;210;0
8.693;212;0
9.541;214;0
10.28;216;0
9.787;218;0
9.807;220;0
9.798;222;0
9.779;224;0
8.965;226;0
8.686;228;0
8.701;230;0
8.69;232;0
8.684;234;0
10.01;236;0
9.903;238;0
9.799;240;0
9.856;242;0
9.761;244;0
8.787;246;0
8.701;248;0
8.702;250;0
8.745;252;0
10.564;254;0
9.936;256;0
9.875;258;0
9.857;260;0
9.842;262;0
9.659;264;0
8.827;266;0
8.811;268;0
8.816;270;0
8.809;272;0
9.091;274;0
10.462;276;0
9.983;278;0
9.938;280;0
9.915;282;0
9.542;284;0
8.812;286;0
8.816;288;0
8.812;290;0
9.515;292;0
10.432;294;0
9.882;296;0
9.937;298;0
9.915;300;0
9.851;302;0
9.167;304;0
8.825;306;0
8.816;308;0
8.8;310;0
8.801;312;0
10.244;314;0
9.993;316;0
9.901;318;0
9.953;320;0
9.927;322;0
8.904;324;0
8.807;326;0
8.816;328;0
8.835;330;0
10.309;332;0
9.992;334;0
9.908;336;0
9.934;338;0
9.918;340;0
9.825;342;0
8.842;344;0
8.814;346;0
8.812;348;0
8.807;350;0
8.995;352;0
10.772;354;0
9.923;356;0
9.963;358;0
9.909;360;0
9.549;362;0
8.824;364;0
8.826;366;0
8.82;368;0
9.423;370;0
10.488;372;0
9.888;374;0
9.951;376;0
9.893;378;0
9.939;380;0
9.329;382;0
8.817;384;0
8.823;386;0
8.82;388;0
8.82;390;0
