current;delta;status
0.046;0;0
0.046;2;0
0.046;4;0
0.145;6;0
0.046;8;0
0.782;10;0
1.994;12;0
1.649;14;0
1.632;16;0
1.64;18;0
1.644;20;0
1.732;22;0
1.833;24;0
1.828;26;0
1.738;28;0
1.781;30;0
1.765;32;0
1.794;34;0
1.741;36;0
1.802;38;0
1.863;40;0
1.866;42;0
1.871;44;0
1.909;46;0
1.9;48;0
2.007;50;0
2.036;52;0
2.08;54;0
2.09;56;0
2.094;58;0
2.101;60;0
2.092;62;0
2.206;64;0
2.212;66;0
2.204;68;0
2.191;70;0
2.22;72;0
2.274;74;0
2.295;76;0
2.355;78;0
2.338;80;0
2.425;82;0
2.448;84;0
2.496;86;0
2.58;88;0
2.567;90;0
2.697;92;0
2.637;94;0
2.615;96;0
2.762;98;0
1.112;100;0
0.045;102;0
0.046;104;0
0.046;106;0
0.046;108;0
0.046;110;0
0.046;112;0
0.046;114;0
0.046;116;0
0.046;118;0
2.535;120;0
3;122;0
2.87;124;0
2.968;126;0
2.923;128;0
3.136;130;0
3.061;132;0
3.183;134;0
3.21;136;0
3.463;138;0
3.361;140;0
3.504;142;0
3.375;144;0
3.569;146;0
3.566;148;0
3.679;150;0
3.689;152;0
3.736;154;0
3.83;156;0
3.87;158;0
4.038;160;0
4.003;162;0
4.02;164;0
3.974;166;0
3.634;168;0
0.233;170;0
0.046;172;0
0.046;174;0
0.046;176;0
0.046;178;0
0.046;180;0
0.046;182;0
0.046;184;0
0.046;186;0
0.046;188;0
4.259;190;0
4.076;192;0
4.009;194;0
4.026;196;0
3.991;198;0
4.162;200;0
4.134;202;0
4.357;204;0
4.334;206;0
4.316;208;0
4.429;210;0
4.349;212;0
4.647;214;0
4.693;216;0
4.729;218;0
4.856;220;0
4.715;222;0
4.845;224;0
4.819;226;0
4.982;228;0
4.89;230;0
4.881;232;0
5.035;234;0
4.886;236;0
7.996;238;0
10.617;240;0
10.972;242;0
10.802;244;0
10.672;246;0
10.656;248;0
10.767;250;0
9.011;252;0
8.829;254;0
8.814;256;0
8.8;258;0
8.791;260;0
8.796;262;0
9.542;264;0
11.293;266;0
11.035;268;0
11.122;270;0
10.955;272;0
11.088;274;0
9.366;276;0
8.81;278;0
8.808;280;0
8.795;282;0
8.791;284;0
8.797;286;0
9.155;288;0
11.66;290;0
10.686;292;0
10.695;294;0
10.703;296;0
10.73;298;0
9.706;300;0
