current;delta;status
2.684;0;0
2.694;2;0
2.607;4;0
2.72;6;0
2.685;8;0
2.977;10;0
2.65;12;0
2.786;14;0
2.783;16;0
2.823;18;0
2.073;20;0
0.046;22;0
0.046;24;0
0.046;26;0
0.046;28;0
0.046;30;0
0.046;32;0
0.046;34;0
0.046;36;0
0.046;38;0
2.529;40;0
3.337;42;0
2.862;44;0
2.778;46;0
2.974;48;0
2.854;50;0
3.013;52;0
2.92;54;0
2.965;56;0
3.049;58;0
2.911;60;0
3.136;62;0
3.298;64;0
3.026;66;0
3.233;68;0
3.398;70;0
3.331;72;0
3.672;74;0
3.873;76;0
3.34;78;0
3.877;80;0
3.773;82;0
3.549;84;0
4.017;86;0
6.383;88;0
9.408;90;0
10.511;92;0
9.976;94;0
10.008;96;0
9.957;98;0
9.914;100;0
9.26;102;0
8.822;104;0
8.818;106;0
8.813;108;0
8.802;110;0
8.802;112;0
8.985;114;0
10.449;116;0
10.168;118;0
10.289;120;0
10.266;122;0
10.276;124;0
9.775;126;0
8.803;128;0
8.79;130;0
8.793;132;0
8.787;134;0
8.793;136;0
8.813;138;0
10.814;140;0
10.049;142;0
10.027;144;0
9.884;146;0
9.929;148;0
9.67;150;0
8.806;152;0
8.809;154;0
8.796;156;0
8.795;158;0
8.794;160;0
8.787;162;0
10.038;164;0
10.223;166;0
10.441;168;0
10.315;170;0
10.448;172;0
10.331;174;0
8.936;176;0
8.836;178;0
8.837;180;0
8.837;182;0
8.786;184;0
8.788;186;0
9.954;188;0
10.579;190;0
10.09;192;0
10.046;194;0
10.09;196;0
10.042;198;0
9.047;200;0
8.805;202;0
8.801;204;0
9.904;206;0
10.349;208;0
10.066;210;0
10.148;212;0
10.172;214;0
10.221;216;0
9.064;218;0
8.792;220;0
8.789;222;0
8.786;224;0
8.786;226;0
10.761;228;0
10.24;230;0
10.109;232;0
10.108;234;0
10.056;236;0
8.851;238;0
8.786;240;0
8.799;242;0
8.846;244;0
10.836;246;0
10.158;248;0
10.175;250;0
10.16;252;0
10.079;254;0
9.83;256;0
8.805;258;0
8.796;260;0
8.803;262;0
8.794;264;0
9.137;266;0
10.903;268;0
10.206;270;0
10.185;272;0
10.052;274;0
9.569;276;0
8.804;278;0
8.812;280;0
8.809;282;0
9.72;284;0
10.519;286;0
10.101;288;0
10.163;290;0
10.126;292;0
10.228;294;0
9.23;296;0
8.801;298;0
8.797;300;0
8.795;302;0
8.798;304;0
10.505;306;0
10.344;308;0
10.174;310;0
10.181;312;0
10.075;314;0
8.914;316;0
8.802;318;0
8.811;320;0
8.824;322;0
10.641;324;0
10.041;326;0
10.104;328;0
10.157;330;0
10.074;332;0
9.866;334;0
8.819;336;0
8.8;338;0
8.805;340;0
8.81;342;0
9.017;344;0
10.816;346;0
10.222;348;0
10.177;350;0
10.166;352;0
9.686;354;0
8.82;356;0
8.819;358;0
8.816;360;0
9.496;362;0
10.706;364;0
10.141;366;0
10.111;368;0
10.179;370;0
10.126;372;0
9.33;374;0
8.805;376;0
8.82;378;0
8.808;380;0
8.805;382;0
10.229;384;0
10.391;386;0
10.251;388;0
10.197;390;0
10.181;392;0
9.03;394;0
8.797;396;0
8.801;398;0
8.803;400;0
10.645;402;0
10.265;404;0
10.171;406;0
10.152;408;0
10.126;410;0
9.421;412;0
8.81;414;0
8.806;416;0
8.809;418;0
8.801;420;0
10.054;422;0
10.573;424;0
10.277;426;0
10.189;428;0
10.156;430;0
9.12;432;0
8.79;434;0
8.789;436;0
8.8;438;0
10.594;440;0
10.146;442;0
10.182;444;0
10.071;446;0
10.173;448;0
10.126;450;0
8.836;452;0
8.804;454;0
8.799;456;0
8.795;458;0
8.863;460;0
10.831;462;0
10.201;464;0
10.231;466;0
10.101;468;0
9.851;470;0
8.805;472;0
8.81;474;0
8.801;476;0
9.136;478;0
10.761;480;0
10.17;482;0
10.022;484;0
10.066;486;0
10.125;488;0
9.475;490;0
8.797;492;0
8.798;494;0
8.8;496;0
8.793;498;0
9.874;500;0
10.518;502;0
10.096;504;0
10.102;506;0
10.19;508;0
9.107;510;0
8.754;512;0
8.785;514;0
8.782;516;0
10.237;518;0
10.343;520;0
10.121;522;0
10.175;524;0
10.083;526;0
10.095;528;0
8.858;530;0
8.776;532;0
8.776;534;0
8.776;536;0
8.815;538;0
10.907;540;0
10.175;542;0
10.253;544;0
10.124;546;0
9.953;548;0
8.775;550;0
8.766;552;0
8.749;554;0
8.969;556;0
10.749;558;0
10.146;560;0
10.071;562;0
10.076;564;0
10.069;566;0
9.525;568;0
8.773;570;0
8.768;572;0
8.767;574;0
8.761;576;0
9.624;578;0
10.731;580;0
10.133;582;0
10.163;584;0
10.187;586;0
9.285;588;0
8.761;590;0
8.743;592;0
8.764;594;0
10.125;596;0
10.375;598;0
10.19;600;0
10.152;602;0
10.046;604;0
10.129;606;0
8.763;608;0
8.754;610;0
8.764;612;0
8.76;614;0
9.464;616;0
10.789;618;0
10.104;620;0
10.182;622;0
10.087;624;0
9.356;626;0
8.763;628;0
8.759;630;0
8.761;632;0
10.018;634;0
10.344;636;0
10.055;638;0
10.125;640;0
10.134;642;0
10.077;644;0
8.948;646;0
8.769;648;0
8.768;650;0
8.762;652;0
8.759;654;0
10.686;656;0
10.241;658;0
10.121;660;0
10.13;662;0
10.049;664;0
8.801;666;0
