current;delta;status
0.035;0;0
0.035;2;0
0.035;4;0
0.035;6;0
0.035;8;0
0.035;10;0
0.035;12;0
0.035;14;0
0.035;16;0
0.035;18;0
0.035;20;0
0.035;22;0
0.035;24;0
0.035;26;0
0.035;28;0
0.035;30;0
0.035;32;0
0.035;34;0
0.035;36;0
0.035;38;0
0.035;40;0
0.035;42;0
0.035;44;0
0.035;46;0
0.035;48;0
0.035;50;0
0.035;52;0
0.035;54;0
0.035;56;0
0.035;58;0
0.035;60;0
0.035;62;0
0.035;64;0
0.035;66;0
0.035;68;0
0.035;70;0
0.035;72;0
0.035;74;0
0.035;76;0
0.035;78;0
0.035;80;0
0.035;82;0
0.035;84;0
0.035;86;0
0.035;88;0
0.035;90;0
0.035;92;0
0.035;94;0
0.035;96;0
0.035;98;0
0.035;100;0
0.035;102;0
0.035;104;0
0.035;106;0
0.035;108;0
0.035;110;0
0.035;112;0
0.035;114;0
0.035;116;0
0.035;118;0
0.035;120;0
0.035;122;0
0.035;124;0
0.035;126;0
0.035;128;0
0.035;130;0
0.035;132;0
0.035;134;0
0.035;136;0
0.035;138;0
0.073;140;0
0.045;142;0
0.046;144;0
0.046;146;0
0.046;148;0
0.046;150;0
0.046;152;0
0.046;154;0
0.045;156;0
0.046;158;0
0.046;160;0
0.148;162;0
0.046;164;0
1.447;166;0
1.719;168;0
1.636;170;0
1.597;172;0
1.553;174;0
1.56;176;0
1.57;178;0
1.639;180;0
1.591;182;0
1.557;184;0
1.55;186;0
1.569;188;0
1.601;190;0
1.592;192;0
1.564;194;0
1.609;196;0
1.687;198;0
1.71;200;0
1.694;202;0
1.767;204;0
1.784;206;0
1.747;208;0
1.754;210;0
1.846;212;0
1.874;214;0
1.891;216;0
1.881;218;0
1.821;220;0
1.868;222;0
1.939;224;0
1.976;226;0
1.92;228;0
1.952;230;0
1.998;232;0
2.058;234;0
2.149;236;0
2.089;238;0
2.099;240;0
2.161;242;0
2.283;244;0
2.306;246;0
2.264;248;0
2.318;250;0
2.451;252;0
2.642;254;0
0.898;256;0
0.046;258;0
0.046;260;0
0.046;262;0
0.046;264;0
0.046;266;0
0.046;268;0
0.046;270;0
0.046;272;0
0.046;274;0
2.687;276;0
2.642;278;0
2.32;280;0
2.449;282;0
2.506;284;0
2.488;286;0
2.501;288;0
2.523;290;0
2.614;292;0
2.571;294;0
2.564;296;0
2.77;298;0
2.719;300;0
2.567;302;0
2.788;304;0
2.854;306;0
2.7;308;0
2.897;310;0
2.971;312;0
2.849;314;0
3.007;316;0
3.035;318;0
2.907;320;0
3.154;322;0
2.742;324;0
0.119;326;0
0.046;328;0
0.046;330;0
0.046;332;0
0.046;334;0
0.046;336;0
0.046;338;0
0.046;340;0
0.046;342;0
0.371;344;0
3.845;346;0
3.049;348;0
3.346;350;0
3.168;352;0
3.1;354;0
3.321;356;0
3.007;358;0
3.188;360;0
3.239;362;0
3.152;364;0
3.511;366;0
3.262;368;0
3.284;370;0
3.525;372;0
3.254;374;0
3.33;376;0
3.298;378;0
3.387;380;0
3.529;382;0
3.691;384;0
3.546;386;0
3.64;388;0
3.487;390;0
3.818;392;0
6.283;394;0
9.34;396;0
10.707;398;0
10.153;400;0
10.082;402;0
10.086;404;0
9.926;406;0
8.915;408;0
8.874;410;0
8.865;412;0
8.864;414;0
8.86;416;0
8.862;418;0
9.851;420;0
10.316;422;0
10.232;424;0
10.291;426;0
10.349;428;0
10.313;430;0
8.933;432;0
8.852;434;0
8.852;436;0
8.85;438;0
8.856;440;0
8.853;442;0
9.861;444;0
10.547;446;0
10.117;448;0
10.112;450;0
10.084;452;0
10.034;454;0
9.177;456;0
8.858;458;0
8.859;460;0
8.864;462;0
8.847;464;0
8.848;466;0
9.28;468;0
10.525;470;0
10.361;472;0
10.354;474;0
10.293;476;0
10.381;478;0
9.563;480;0
8.859;482;0
8.847;484;0
8.836;486;0
8.856;488;0
8.849;490;0
8.953;492;0
10.743;494;0
10.26;496;0
10.167;498;0
10.129;500;0
10.137;502;0
9.78;504;0
8.858;506;0
8.863;508;0
8.857;510;0
10.43;512;0
10.226;514;0
10.144;516;0
10.182;518;0
10.069;520;0
10.066;522;0
9.093;524;0
8.864;526;0
8.846;528;0
8.848;530;0
8.854;532;0
10.674;534;0
10.278;536;0
10.074;538;0
10.067;540;0
9.867;542;0
8.874;544;0
8.846;546;0
8.844;548;0
8.934;550;0
10.695;552;0
10.168;554;0
10.135;556;0
10.162;558;0
10.129;560;0
9.675;562;0
8.844;564;0
8.848;566;0
8.847;568;0
8.841;570;0
9.276;572;0
10.759;574;0
10.119;576;0
9.983;578;0
10.078;580;0
9.418;582;0
