current;delta;status
0.046;0;0
0.046;2;0
0.345;4;0
2.057;6;0
1.723;8;0
1.725;10;0
1.726;12;0
1.718;14;0
1.727;16;0
1.736;18;0
1.77;20;0
1.786;22;0
1.805;24;0
1.8;26;0
1.797;28;0
1.812;30;0
1.851;32;0
1.868;34;0
1.893;36;0
1.914;38;0
1.916;40;0
1.964;42;0
1.989;44;0
1.963;46;0
1.958;48;0
1.992;50;0
2.06;52;0
2.032;54;0
1.987;56;0
1.975;58;0
1.96;60;0
2.064;62;0
2.098;64;0
2.034;66;0
2.05;68;0
2.103;70;0
2.191;72;0
2.181;74;0
2.115;76;0
2.171;78;0
2.33;80;0
2.36;82;0
2.272;84;0
2.307;86;0
2.498;88;0
2.392;90;0
2.403;92;0
2.396;94;0
0.403;96;0
0.046;98;0
0.046;100;0
0.046;102;0
0.046;104;0
0.046;106;0
0.046;108;0
0.046;110;0
0.045;112;0
0.046;114;0
2.826;116;0
2.395;118;0
2.485;120;0
2.423;122;0
2.555;124;0
2.448;126;0
2.554;128;0
2.552;130;0
2.463;132;0
2.587;134;0
2.675;136;0
2.57;138;0
2.661;140;0
2.801;142;0
2.731;144;0
2.857;146;0
2.967;148;0
2.868;150;0
3.136;152;0
2.924;154;0
2.937;156;0
3.143;158;0
3.074;160;0
3.104;162;0
2.287;164;0
0.046;166;0
0.046;168;0
0.046;170;0
0.046;172;0
0.046;174;0
0.045;176;0
0.046;178;0
0.045;180;0
0.046;182;0
3.483;184;0
3.283;186;0
3.179;188;0
3.223;190;0
3.171;192;0
3.153;194;0
3.221;196;0
3.263;198;0
3.31;200;0
3.317;202;0
3.34;204;0
3.51;206;0
3.482;208;0
3.724;210;0
3.737;212;0
3.803;214;0
3.696;216;0
3.701;218;0
3.716;220;0
3.687;222;0
3.999;224;0
4.004;226;0
4.092;228;0
3.944;230;0
6.789;232;0
9.128;234;0
10.945;236;0
10.088;238;0
10.22;240;0
10.09;242;0
10.119;244;0
9.461;246;0
8.777;248;0
8.781;250;0
8.779;252;0
8.774;254;0
8.77;256;0
8.857;258;0
10.715;260;0
10.546;262;0
10.363;264;0
10.377;266;0
10.605;268;0
10.03;270;0
8.767;272;0
8.781;274;0
8.776;276;0
8.762;278;0
8.771;280;0
8.783;282;0
10.849;284;0
10.254;286;0
10.158;288;0
10.168;290;0
10.12;292;0
9.989;294;0
8.821;296;0
8.781;298;0
